road_name,road_id,road_name1,START_LONGITUDE,START_LATITUDE,END_LONGITUDE,END_LATITUDE
岔路,R1667,岔路,118.14401070000001,24.7253264,118.14377420000001,24.7252027
岔路,R3045,岔路,118.0991989,24.5914682,118.0990994,24.59143
岔路,R3049,岔路,118.095349,24.5936545,118.0951422,24.5949676
岔路,R3058,岔路,118.07318240000001,24.605069600000004,118.0735855,24.604967499999997
岔路,R3080,岔路,118.07385020000001,24.6052362,118.07354120000001,24.605506100000003
岔路,R3098,岔路,118.0949605,24.5950992,118.09492490000001,24.5949134
岔路,R3113,岔路,118.0989862,24.5905048,118.0991571,24.590523899999997
岔路,R3155,岔路,118.09106200000001,24.491207199999998,118.09115320000001,24.4914134
岔路,R3187,岔路,118.1542098,24.502385600000004,118.15418170000001,24.5022471
岔路,R3308,岔路,118.1799092,24.517189600000002,118.1794564,24.516730499999998
岔路,R3378,岔路,118.1772387,24.5165846,118.17707890000001,24.5168642
岔路,R3482,岔路,118.0863275,24.4819914,118.0864037,24.482090399999997
岔路,R3499,岔路,118.08305940000001,24.4807192,118.08310619999999,24.4809125
岔路,R3500,岔路,118.0831635,24.480979,118.08328999999999,24.481081500000002
岔路,R3505,岔路,118.10140259999999,24.4865039,118.10109740000001,24.486456399999998
岔路,R3507,岔路,118.15525929999998,24.5020798,118.15488859999999,24.5020925
岔路,R3508,岔路,118.15366929999999,24.5016065,118.15378179999999,24.5015055
岔路,R3743,岔路,118.12486799999999,24.4789992,118.1251304,24.4790413
岔路,R3744,岔路,118.1251304,24.4790413,118.1251797,24.479112699999998
岔路,R3748,岔路,118.1250868,24.4796452,118.1250574,24.479538899999998
岔路,R3751,岔路,118.1252185,24.4796223,118.1252392,24.4794616
岔路,R3757,岔路,118.24465490000001,24.633121499999998,118.2447534,24.633114300000003
岔路,R4007,岔路,118.06890159999999,24.6345714,118.0689686,24.634469
岔路,R4513,岔路,118.2169097,24.6335262,118.21681720000001,24.633562
岔路,R4514,岔路,118.2165324,24.639140100000002,118.2165705,24.6392646
岔路,R4515,岔路,118.2163865,24.63413,118.2163471,24.633973899999997
岔路,R4946,岔路,118.2450744,24.633705600000003,118.24504979999999,24.6335707
岔路,R4947,岔路,118.24584779999999,24.6333562,118.245747,24.633380399999997
岔路,R5161,岔路,118.0952101,24.5935943,118.09513319999999,24.5934538
岔路,R5239,岔路,118.1190707,24.4511028,118.1191242,24.4512496
岔路,R5317,岔路,118.09801399999999,24.694941800000002,118.09793400000001,24.695432500000003
岔路,R5318,岔路,118.0981117,24.6962755,118.09795079999999,24.6963061
岔路,R5319,岔路,118.10089209999998,24.681745199999998,118.10086480000001,24.6822991
岔路,R5320,岔路,118.10114329999999,24.682643399999996,118.1010166,24.682686
岔路,R5329,岔路,118.2311753,24.7689694,118.2310785,24.768696300000002
岔路,R5330,岔路,118.2304256,24.7683155,118.2307657,24.768221399999998
岔路,R5991,岔路,118.1234719,24.714703200000002,118.12349590000001,24.7148224
岔路,R6174,岔路,118.32930879999999,24.566677600000002,118.3293788,24.5666303
岔路,R6175,岔路,118.3037274,24.5594115,118.3036811,24.5593486
岔路,R6196,岔路,118.3297871,24.5666296,118.32971459999999,24.5665987
岔路,R6207,岔路,118.32198000000001,24.5541499,118.3220993,24.554115600000003
