BICYCLE_ID,LATITUDE,LOCK_STATUS,LONGITUDE,记录数,UPDATE_TIME
4fd2e5320a9aa6ad931f3d9da26548d6,24.520112,0,118.132419,1,2020/12/25 6:07:30
5d7d85d3155b0ec50fe7989a8e4c7dc9,24.538052,0,118.131076,1,2020/12/25 6:07:31
a86ed83b38d83076a1c95c05de5d7bcc,24.51098,0,118.150819,1,2020/12/25 6:07:40
bca318bf8b92b648be5fd33b1ef99c7a,24.528727,0,118.134276,1,2020/12/25 6:07:42
4cbe23598735d8be618514c255189911,24.532667,0,118.138016,1,2020/12/25 6:07:53
2c8b277a4d826bae5e416c5e39ff1697,24.53483,0,118.144716,1,2020/12/25 6:07:55
1122da7c68701a8d60df2eb7a89b6452,24.485125,0,118.092388,1,2020/12/25 6:07:57
896f7f131049284d8a6fd1c0808c4a88,24.485116,0,118.09238,1,2020/12/25 6:07:12
94a5a506cf35775a212a687f35034b1a,24.548119,0,118.151402,1,2020/12/25 6:07:15
349f2d497e8c311e57c11fbceaef2153,24.503913,0,118.185043,1,2020/12/25 6:07:17
20b4c7106d5cdab1a8301e053431b893,24.533403,0,118.121596,1,2020/12/25 6:07:19
5cfe41f7e3445088531c99b99aca4d69,24.52733,0,118.098672,1,2020/12/25 6:07:25
0ee4496b2d3d23a59dc8593dcb6644a1,24.457969,0,118.077621,1,2020/12/25 6:07:26
dece5250f0c41acf8b94058953a5af03,24.521056,0,118.147633,1,2020/12/25 6:07:28
bdf6287492dd7a41cee4e70c7923b721,24.493319,0,118.122933,1,2020/12/25 6:07:28
78c2b6781959bfee93a9e6a4e5b4ec79,24.462679,0,118.070988,1,2020/12/25 6:07:28
9bb01885234c77decfaebe3f7e25dab3,24.489825,0,118.128056,1,2020/12/25 6:07:29
dd6e2a86ac724dec972fba0f5e9e79e0,24.43982,0,118.118629,1,2020/12/25 6:07:30
d9e8b8b5708e8b3a6ab0340edf2ca527,24.495972,0,118.165507,1,2020/12/25 6:07:34
357e3531f7dd3a1752e4d98be8b2b786,24.502338,0,118.122758,1,2020/12/25 6:07:37
f8af2c1e6f487c46bba66927e8795170,24.498539,0,118.129651,1,2020/12/25 6:07:40
71b41ed6566b92cbf956b68c19075038,24.527404,0,118.09875,1,2020/12/25 6:07:41
ee88f5b122464f0c69210a1c2fc4218a,24.455151,0,118.07109,1,2020/12/25 6:07:48
a5f783d8b0b306500bb9817e9c66814a,24.488427,0,118.160651,1,2020/12/25 6:07:49
f048f3ec9e246877b9ed9c8abb4585e3,24.50226,0,118.122816,1,2020/12/25 6:07:52
d32334417271dace6220fa3eb4dc5420,24.501811,0,118.121893,1,2020/12/25 6:07:54
00c229b3a45c4116123dd6624598d3e4,24.51262,0,118.154704,1,2020/12/25 6:07:59
32ec11022665d33ec599024a63e07bb8,24.474258,0,118.100604,1,2020/12/25 6:08:01
7531a5caf03e0c8d5c7fd90f0419fcae,24.496932,0,118.142135,1,2020/12/25 6:08:07
7cf8064856006cb31e2f3a641ff79d08,24.466082,0,118.084513,1,2020/12/25 6:08:09
0d757744db120679e8ffe6f97ceb205f,24.509876,0,118.10941,1,2020/12/25 6:08:10
1581d74db7d53e0583f25d6eee9ae36a,24.507545,0,118.153614,1,2020/12/25 6:08:13
e8d55e9cd313bc69627cb4624590e5e9,24.470098,0,118.098603,1,2020/12/25 6:08:17
d322dc2a4ac15b967d10946031bf1fd6,24.456791,0,118.069734,1,2020/12/25 6:08:19
1c5b62c2f8b55eafed897f412f4d4d39,24.510681,0,118.150822,1,2020/12/25 6:08:25
efb796a9474398b9c44bee715ecbd917,24.5061,0,118.144188,1,2020/12/25 6:08:28
67afeed4a00e19d84d10153f2e147c47,24.503913,0,118.185043,1,2020/12/25 6:08:39
e67be756d29d8d5d5ad5b23e8b0de7a5,24.479066,0,118.154119,1,2020/12/25 6:08:41
a111600c8f6a423bd43d121302bf94f7,24.532585,0,118.137369,1,2020/12/25 6:08:46
33b662cc490c00fe5e76b33ca868fb11,24.453294,0,118.149962,1,2020/12/25 6:08:46
56381884e0e1e4fdcbb157ca14d66497,24.494197,0,118.142407,1,2020/12/25 6:10:00
e1e1f415091ba0b9137ffb8271b41cf3,24.522527,0,118.096625,1,2020/12/25 6:10:00
e273812e999986b96c7c9cfe3df78803,24.4663,0,118.177157,1,2020/12/25 6:10:02
f44eee725153692552e2def34d90f929,24.50181,0,118.130775,1,2020/12/25 6:10:04
0298b33ca12b13ae628bcb0ba43f0dfa,24.47453,0,118.122503,1,2020/12/25 6:10:06
2607a087996c4e6c03c6fb061d8a8343,24.479348,0,118.172014,1,2020/12/25 6:10:09
f7f2aa84f3f1b122738d5552b2b9e248,24.511326,0,118.092,1,2020/12/25 6:10:11
f91a88279c47a064715ff530091ea390,24.457418,0,118.068895,1,2020/12/25 6:10:13
d24256ab59f917820c6e789da8ffb23d,24.527481,0,118.098747,1,2020/12/25 6:10:16
472c39c3b24cf075da0321d1673f9dec,24.512351,0,118.14123,1,2020/12/25 6:10:18
c6a96d2633ea07795eca846c93d81ba8,24.54434,0,118.137592,1,2020/12/25 6:10:19
c14bfe885d5b7048cf34b3775496302d,24.493967,0,118.110831,1,2020/12/25 6:10:21
fcee662d331216eaabf191b5cc68ec57,24.465138,0,118.096048,1,2020/12/25 6:10:22
0d30ee4a95522ecb6e7263ec7308e1a8,24.51262,0,118.154704,1,2020/12/25 6:10:24
f1c16be972d4908a76db332536438d26,24.527059,0,118.104548,1,2020/12/25 6:10:26
dba14fc9171bcf894a03f1b208fd01e2,24.456684,0,118.088135,1,2020/12/25 6:10:24
f511cf4ebaf2e5e6e182f87647380052,24.444226,0,118.154262,1,2020/12/25 6:10:28
e1497b785fdd779b37938997cba3cb1c,24.488845,0,118.15475,1,2020/12/25 6:08:55
194eca75069b44a64f641d408849f398,24.499136,0,118.151317,1,2020/12/25 6:08:54
45ea8a8dba9b2fc15204708113565bf0,24.489831,0,118.149017,1,2020/12/25 6:08:58
4fc56e17580b2db5c55464f70b6d312f,24.484232,0,118.092595,1,2020/12/25 6:08:58
0ab1f08c8b9de4ca170b63944ddb90f1,24.530974,0,118.127307,1,2020/12/25 6:09:01
7c332b4821f1f2f9530156f3510bf263,24.49231,0,118.095443,1,2020/12/25 6:09:01
9982dd100abea7e44cba4f2d583fa98e,24.526063,0,118.097703,1,2020/12/25 6:09:03
0173f685d937678e2c6f4e3fc08d3f44,24.485445,0,118.116669,1,2020/12/25 6:09:05
b281f97e7865d074566d9c9bb785b5d3,24.504915,0,118.122931,1,2020/12/25 6:09:07
98729250a7f053ef1c2ad54831a84066,24.471163,0,118.105043,1,2020/12/25 6:09:08
e76056ed5991a7ecec59dbb11eab0270,24.531584,0,118.145883,1,2020/12/25 6:09:16
bc9f24c5e21304f30f11f6b0c5b696b1,24.493746,0,118.099424,1,2020/12/25 6:09:28
1a83b0b1cc5fb8658e459c4df1b96bf4,24.497842,0,118.113123,1,2020/12/25 6:09:32
a68db06152f7aa9b51bc2283e799f681,24.527323,0,118.136577,1,2020/12/25 6:09:33
a72eebce14bfebab51b6d185fa6a1b5b,24.47201,0,118.173872,1,2020/12/25 6:09:36
7762e454184f9b026335131598b748a8,24.479231,0,118.117599,1,2020/12/25 6:08:14
97bd53eca50b5373d7bbdfbe9dd1165e,24.493898,0,118.101998,1,2020/12/25 6:08:16
84373c0f072ab43a92fad77ae3c959ab,24.480028,0,118.109135,1,2020/12/25 6:08:17
6eca1dc7689c969ff953a62aa2068bcb,24.478877,0,118.100323,1,2020/12/25 6:08:20
37b8c9bd14758f6006a5fba64b334d46,24.484859,0,118.106368,1,2020/12/25 6:08:24
b844c8d9604c76e1de83b77fcb89b5d8,24.499447,0,118.138341,1,2020/12/25 6:08:27
c1e522ff66fa2395b4c0c1ffc6771f42,24.529918,0,118.101402,1,2020/12/25 6:08:29
26ddef18d099eb21b98ee7ad2baf5945,24.512009,0,118.182127,1,2020/12/25 6:08:30
a93ee3ecd5634b9541e40b791858d0e6,24.513778,0,118.09233,1,2020/12/25 6:08:35
045bd30b480eb7b3d940a47ce26292e5,24.51694,0,118.155407,1,2020/12/25 6:08:37
c33d838eac200b8a3a220a0c207dcd53,24.514546,0,118.183798,1,2020/12/25 6:08:44
240c84352aa1544f14ce84266232f529,24.52938,0,118.101572,1,2020/12/25 6:08:46
72909b881e5b8b5c2865e34d8f2aa27f,24.533845,0,118.142721,1,2020/12/25 6:09:11
45cd38ad84623bcf24b05d292bce4d15,24.54909,0,118.117245,1,2020/12/25 6:09:14
a4c1d355def12f7f6bb33d3ce2b0e5c4,24.474616,0,118.123023,1,2020/12/25 6:09:16
4dd00178e1384d247470f9ff07e02c87,24.524242,0,118.100468,1,2020/12/25 6:09:22
d43801f70e48cfe94a265749a3e6827a,24.503514,0,118.184329,1,2020/12/25 6:09:27
a8de33cd9dc03bb4f2c78e69a3fd5bac,24.492774,0,118.132724,1,2020/12/25 6:09:25
ccc9bcef9e2e4c6a720e5485b7fcac2b,24.510957,0,118.141249,1,2020/12/25 6:09:32
62ae4ac907b7fcf9674d9814b8d34f75,24.476014,0,118.102975,1,2020/12/25 6:09:33
