BICYCLE_ID,LATITUDE,LOCK_STATUS,LONGITUDE,记录数,UPDATE_TIME
c012f2824d1c339a54b175cd9119cdf9,24.531666,0,118.152709,1,2020/12/25 9:02:00
63fac2e26c5559ab10c2025d5fe6f1a2,24.475079,0,118.100906,1,2020/12/25 9:02:00
f0af47db89533acb3f25aa41de9e954a,24.508853,0,118.087833,1,2020/12/25 9:02:00
a9c8d010ad6c674849f82d9a5d27a777,24.47876,0,118.157736,1,2020/12/25 9:01:59
3ec007675b882098cc8042c9f988876d,24.502156,0,118.155659,1,2020/12/25 9:01:59
4f21d4d0da8b10fde0f2e321d7c83b82,24.534136,0,118.147985,1,2020/12/25 9:02:01
f850be4f21ca33ff252c1103f34cef32,24.495337,0,118.132401,1,2020/12/25 9:02:01
66ee290b241c59da83330373d538b671,24.535658,0,118.142394,1,2020/12/25 9:02:01
4b05a56ec74bfab1ae7604f078039efd,24.465745,0,118.083263,1,2020/12/25 9:02:01
e26b2b7994352f04b702d802140729ec,24.523266,0,118.144265,1,2020/12/25 9:01:59
13d7e4bff9a6276729cd02ac6684b2f5,24.439167,0,118.085132,1,2020/12/25 9:02:01
4b8cb0d6b49d193477dd633653d7a5fc,24.479113,0,118.101904,1,2020/12/25 9:02:03
20527960fed31495123b5be04f529a41,24.452037,0,118.062156,1,2020/12/25 9:02:00
30d0e6b0262ab55b702d6cda6a15d286,24.473461,0,118.105015,1,2020/12/25 9:02:03
38e4ffd1659a962017003002a0a85c52,24.466392,0,118.077828,1,2020/12/25 9:02:03
d40b561739bff77a41580fd14cd2a9e7,24.505871,0,118.133345,1,2020/12/25 9:02:04
c7c441ac7bf9e7aa2f545ec0877702db,24.474126,0,118.158807,1,2020/12/25 9:02:02
996d5b5630157cbfb7abc0bd99184fbb,24.485195,0,118.174891,1,2020/12/25 9:02:02
e6d485a3e197ceeb603494b956d1c27c,24.469739,0,118.086913,1,2020/12/25 9:02:05
df06d2abbf94e6d650b6d013cdcec28c,24.51322,0,118.184045,1,2020/12/25 9:01:53
f315f35aedd5a035df7857225e027f36,24.498412,0,118.119411,1,2020/12/25 9:02:05
332e3a624f0efab638dfbb8d8cd3efde,24.50211,0,118.136347,1,2020/12/25 9:02:06
dcbce467452b9e88fad600eb164f4ff7,24.45314,0,118.077862,1,2020/12/25 9:02:06
9630c827961a09322cdf5fdd55cbceec,24.485796,0,118.072541,1,2020/12/25 9:02:07
cfcd5411ee509d6e05d2cd094239accc,24.542984,0,118.167386,1,2020/12/25 9:02:07
7866aaed9e50aeb09dd74b93a1cf8a04,24.438316,0,118.11697,1,2020/12/25 9:02:07
d382f374c230b3b015ce4da5be3212b5,24.476176,0,118.114816,1,2020/12/25 9:02:07
8384f633f81dae00ca2f947669dee02a,24.479316,0,118.11328,1,2020/12/25 9:02:07
6ae32d4574fb821031a44d4f1037032c,24.50987,0,118.151389,1,2020/12/25 9:02:06
6982bfb622387f69868362ef73c65516,24.482196,0,118.115309,1,2020/12/25 9:02:06
31ffe2da8665f7d02c7c10ddef4e4e53,24.489068,0,118.149342,1,2020/12/25 9:02:08
f3fd7ec9b4f2b8103d72ff29b737a502,24.485124,0,118.182452,1,2020/12/25 9:02:08
7415078284ea7188b538320a5b5c7f97,24.479375,0,118.082344,1,2020/12/25 9:02:07
54d5b7ea9ac5ba53f9c07474573049c5,24.458938,0,118.081263,1,2020/12/25 9:02:09
07e424d1e4d869a8cbeb9c8c011b8dd0,24.513787,0,118.134669,1,2020/12/25 9:02:09
19c29bef4dba7927ada94f41f403c1d1,24.467188,0,118.163271,1,2020/12/25 9:02:10
1c9ac8e7d36a707dc7961007408670c8,24.534207,0,118.147895,1,2020/12/25 9:02:09
0b50718b07e64ea25e63bc060bc7e617,24.483571,0,118.116507,1,2020/12/25 9:02:10
2290a9d52cb55000bbf3feaf910adb47,24.464742,0,118.083013,1,2020/12/25 9:02:10
fc3e5f28157ebb5b96ae7a5c80a52cb3,24.526263,0,118.146008,1,2020/12/25 9:01:52
