BICYCLE_ID,LATITUDE,LOCK_STATUS,LONGITUDE,记录数,UPDATE_TIME
4ddb9c5d988a84b98f57d60d512423a0,24.467079,0,118.081106,1,2020/12/25 7:07:55
80d490619d1d15273616105c439d0b67,24.493203,0,118.149524,1,2020/12/25 7:07:55
372a19d65250947461317d5bcba1452a,24.480488,0,118.157136,1,2020/12/25 7:07:56
0c8516e029ec4c0bd9e8bc656eb30ac3,24.471541,0,118.114726,1,2020/12/25 7:07:56
3f63ce1f145e40785fd4ac5d40598400,24.497316,0,118.082598,1,2020/12/25 7:07:56
85bff61b3623e30583f0a1aacb12fc09,24.489158,0,118.121295,1,2020/12/25 7:07:57
a5f9e2705acd152807daa0ca6a23dda4,24.464681,0,118.083513,1,2020/12/25 7:03:46
a5f9e2705acd152807daa0ca6a23dda4,24.464749,0,118.083595,1,2020/12/25 7:03:56
a5f9e2705acd152807daa0ca6a23dda4,24.464754,0,118.083783,1,2020/12/25 7:04:06
a3f3d04c27fad9a16baad0ccb5355853,24.469213,0,118.087107,1,2020/12/25 7:04:23
0837c1585b4b38f016e9eae41b1249b5,24.482164,0,118.114565,1,2020/12/25 7:09:13
8c21011ecb68e1af985c27594609ce8c,24.47091,0,118.104165,1,2020/12/25 7:09:17
b9b8726c0039e47599f2e7bdec56248f,24.510694,0,118.17572,1,2020/12/25 7:09:19
094e226914e95fbe6666da3906002086,24.526946,0,118.097912,1,2020/12/25 7:09:19
91b78ec2835ef6d6b3dfac61f7cb9f52,24.485896,0,118.123106,1,2020/12/25 7:09:17
a7e01a8bb50eca684e7eb2360114de56,24.48688,0,118.115407,1,2020/12/25 7:09:20
3c7f94a5320b1692cdc494fe97e6ed0c,24.497281,0,118.112543,1,2020/12/25 7:09:19
09394720d12d7393d9cf086e3a951691,24.522819,0,118.152036,1,2020/12/25 7:09:22
678ab5c5ac01ca349eab0d155815be50,24.52471,0,118.091845,1,2020/12/25 7:09:21
6917f8ae3cf34f7b039c4a38fd3292f2,24.49173,0,118.112019,1,2020/12/25 7:09:24
